Property_Type,Location,Price,Price_Currency,Total_Area_m2,Covered_Area_m2,Room_number,Bathroom_number,Expenses,Expenses_Currency
Casa,"Lunlunta, Maipu, Mendoza",540000,USD,480,480, 7,4,15000,ARS
Casa,"Mendoza, Capital, Mendoza",105000,USD,183,183, 6,2,N/A,N/A
Casa,"San Isidro, San Isidro, Buenos Aires",280000,USD,183,135, 4,2,N/A,N/A
Casa,"Villa Sarmiento, Moron, Buenos Aires",159500,USD,234.3,188, 5,3,N/A,N/A
Casa,"Berisso, Berisso, Buenos Aires",50000,USD,298.54,130, 3,2,N/A,N/A
Casa,"San Juan, Capital, San Juan",345000,USD,512,309, 9,2,N/A,N/A
Casa,"San Justo, La Matanza, Buenos Aires",89999,USD,110,110, 8,3,N/A,N/A
Casa,"La Calera, Colon,",129000,USD,238,224, 5,3,N/A,N/A
Casa,"Rosario De Lerma, Rosario De Lerma, Salta",45000,USD,176.78,100, 5,1,N/A,N/A
Casa,"4 Hojas, Mendiolaza, Colon,",219000,USD,228,228, 7,2,N/A,N/A
Casa,"San Miguel, Buenos Aires",85000,USD,71,64, 3,1,N/A,N/A
Casa,"Jose Clemente Paz, Jose Clemente Paz, Buenos Aires",72000,USD,245,95, 3,2,N/A,N/A
Casa,"Jose Clemente Paz, Jose Clemente Paz, Buenos Aires",69000,USD,620,130, 3,1,N/A,N/A
Casa,"Villa Gobernador Udaondo, Ituzaingo, Buenos Aires",170000,USD,696,220, 3,1,N/A,N/A
Casa,Pilar Del Este,165000,USD,155,155, 4,2,N/A,N/A
Casa,"Candioti, Santa Fe Capital, Santa Fe",109000,USD,142.1,113.1, 5,2,N/A,N/A
Casa,"El Aljibe, Pilar, Buenos Aires",124900,USD,218,100, 4,2,N/A,N/A
Casa,"Maipu, Maipu, Mendoza",155000,USD,322.93,140.2, 5,2,10875,USD
Casa,,90000,USD,85,75, 3,1,N/A,N/A
Casa,"Villa Carlos Paz, Punilla,",50000,USD,63,63, 3,1,N/A,N/A
Casa,,130000,USD,134,134, 5,2,N/A,N/A
Casa,"General Fernandez Oro, General Roca,",45000,USD,48,48, 2,1,N/A,N/A
Casa,"El Candil, Belen De Escobar, Escobar, Buenos Aires",100000,USD,150,150, 6,2,N/A,N/A
Casa,"Tigre, Tigre, Buenos Aires",149000,USD,180,123, 6,1,N/A,N/A
Casa,"Plottier, Confluencia,",230000,USD,259,178, 4,2,N/A,N/A
Casa,"Arroyo Seco, Rosario, Santa Fe",109000,USD,176,140, 6,2,N/A,N/A
Casa,"Arroyo Seco, Rosario, Santa Fe",179000,USD,212,176, 7,3,N/A,N/A
Casa,"La Plata, La Plata, Buenos Aires",240000,USD,420,190, 7,2,N/A,N/A
Casa,"Villa Carlos Paz, Punilla,",220000,USD,207,197, 7,3,N/A,N/A
Casa,"Ituzaingo, Ituzaingo, Buenos Aires",130000,USD,335,128, 4,1,N/A,N/A
Casa,"La Lonja, Pilar, Buenos Aires",165000,USD,129.08,106, 4,1,N/A,N/A
Casa,"El Aljibe, Pilar, Buenos Aires",135000,USD,152,135, 4,2,N/A,N/A
Casa,"Lanus, Lanus, Buenos Aires",54900,USD,132,120, 3,1,N/A,N/A
Casa,"Urca, Cordoba, Capital,",105900,USD,120,120, 5,1,N/A,N/A
Casa,"La Calera, Colon,",1790000,USD,1000,1000, 9,5,18000,ARS
Casa,"Bosque Alegre, Mar Del Plata, General Pueyrredon, Buenos Aires",99000,USD,313,151, 5,2,N/A,N/A
Casa,"Miramar, General Alvarado, Buenos Aires",149000,USD,184,184, 5,3,N/A,N/A
Casa,"San Juan, Mar Del Plata, General Pueyrredon, Buenos Aires",125000,USD,398,183, 8,2,N/A,N/A
Casa,"Ituzaingo, Ituzaingo, Buenos Aires",120000,USD,88,63, 4,1,N/A,N/A
Casa,"Los Andes, Mar Del Plata, General Pueyrredon, Buenos Aires",55000,USD,108,96, 4,1,N/A,N/A
Casa,"Santa Fe, Santa Fe Capital, Santa Fe",169000,USD,228,228, 5,2,N/A,N/A
Casa,"El Palomar, Moron, Buenos Aires",145000,USD,165,130, 4,2,N/A,N/A
Casa,"Ciudadela, Tres De Febrero, Buenos Aires",95000,USD,153,90, 3,1,N/A,N/A
Casa,"Andino, Iriondo, Santa Fe",67000,USD,94,94, 5,2,N/A,N/A
Casa,"Villa Adelina, San Isidro, Buenos Aires",199000,USD,161.55,99.45, 5,2,N/A,N/A
Casa,"Cinco Saltos, General Roca,",15660000,ARS,84,84, 4,1,N/A,N/A
Casa,"Bialet Masse, Punilla,",42000,USD,130,120, 4,1,N/A,N/A
Casa,"Fatima Estacion Empalme, Pilar, Buenos Aires",250000,USD,200,136, 3,2,25000,ARS
Casa,"Castelar, Moron, Buenos Aires",189000,USD,477,374, 9,3,N/A,N/A
Casa,Comarcas De,300000,USD,346,243, 4,2,42000,ARS
Casa,"Pocito, Pocito, San Juan",35000,USD,330,90, 4,1,N/A,N/A
Casa,"San Juan, Capital, San Juan",180000,USD,222.49,162.77, 3,1,N/A,N/A
Casa,"Los Pinares, Mar Del Plata, General Pueyrredon, Buenos Aires",125000,USD,333,100, 3,1,N/A,N/A
Casa,"Santo Tome, Santa Fe Capital, Santa Fe",63000,USD,131,90, 3,1,N/A,N/A
Casa,"Remedios De Escalada, Lanus, Buenos Aires",39500,USD,230,75, 3,1,N/A,N/A
Casa,"Mataderos, Capital Federal",190000,USD,300,220, 6,3,N/A,N/A
Casa,"Rosario, Rosario, Santa Fe",63000,USD,96,86, 4,1,N/A,N/A
Casa,"Belen De Escobar, Escobar, Buenos Aires",190000,USD,560,223, 5,3,12000,ARS
Casa,"Jose Clemente Paz, Jose Clemente Paz, Buenos Aires",89500,USD,434,94, 3,1,N/A,N/A
Casa,"Alberdi, Rosario, Rosario, Santa Fe",41500,USD,78,61, 4,1,N/A,N/A
Casa,"Norte, Pinamar, Pinamar, Buenos Aires",260000,USD,118,118, 4,2,N/A,N/A
Casa,"El Palomar, Moron, Buenos Aires",59000,USD,88,60, 4,1,N/A,N/A
Casa,"Barrio River, Belgrano, Capital Federal",349000,USD,152,112, 4,1,N/A,N/A
Casa,"Cerrillos, Cerrillos, Salta",69000,USD,750,130, 4,2,N/A,N/A
Casa,"San Isidro, San Isidro, Buenos Aires  Solicitar precio 220",Solicitar,precio,220,186, 6,2,N/A,N/A
Casa,"Boulogne, San Isidro, Buenos Aires",194500,USD,220,186, 6,2,N/A,N/A
Casa,"San Jeronimo Sud, San Lorenzo, Santa Fe",49000,USD,538,133, 2,1,N/A,N/A
Casa,"Las Acacias De Hudson, Guillermo E Hudson, Berazategui, Buenos Aires",450000,USD,246,231, 5,2,30000,USD
Casa,"Paso Del Rey, Moreno, Buenos Aires",40000,USD,269,72, 3,1,N/A,N/A
Casa,"Carilo, Pinamar, Buenos Aires",180000,USD,181,181, 5,3,N/A,N/A
Casa,Capital Federal,240000,USD,288,130, 7,2,1,ARS
Casa,"San Vicente, San Vicente, Buenos Aires",289000,USD,825,180, 4,3,N/A,N/A
Casa,"Valentin Alsina, Lanus, Buenos Aires",75000,USD,96,86, 3,1,N/A,N/A
Casa,"Rosario, Rosario, Santa Fe",550000,USD,740,720,N/A,4,N/A,N/A
Casa,"Rosario, Rosario, Santa Fe",28000,USD,186,60, 2,1,N/A,N/A
Casa,"Santa Fe, Santa Fe Capital, Santa Fe  Solicitar precio 100",Solicitar,precio,100,100, 4,2,N/A,N/A
Casa,"Tandil, Tandil, Buenos Aires",85000,USD,182,131, 3,1,N/A,N/A
Casa,"Don Torcuato, Tigre, Buenos Aires",370000,USD,1620,325, 8,3,N/A,N/A
Casa,"Candioti, Santa Fe, Santa Fe Capital, Santa Fe",36000,USD,43.5,39, 2,1,1900,ARS
Casa,"Hurlingham, Hurlingham, Buenos Aires",169000,USD,420,324, 8,3,N/A,N/A
Casa,"San Cristobal, Capital Federal",175000,USD,205,135, 5,2,N/A,N/A
Casa,"La Elisa, La Plata, Buenos Aires",185000,USD,156,115, 4,1,500,ARS
Casa,"Olivos, Vicente Lopez, Buenos Aires",229000,USD,185,129, 5,2,N/A,N/A
Casa,"Del Viso, Pilar, Buenos Aires",140000,USD,190,170, 4,3,N/A,N/A
Casa,"Belen De Escobar, Escobar, Buenos Aires",155000,USD,124,100, 4,1,N/A,N/A
Casa,"Esquina Kossman 2100, Cipolletti, General Roca,",41000,USD,57.06,51.2, 3,1,N/A,N/A
Casa,"Llavallol, Lomas De Zamora, Buenos Aires",118000,USD,600,170, 5,2,N/A,N/A
Casa,"Castelar, Moron, Buenos Aires",180000,USD,160,160, 5,1,N/A,N/A
Casa,"Lujan De Cuyo, Lujan De Cuyo, Mendoza",48000,USD,91,91, 5,1,N/A,N/A
Casa,"Km 6,5 0, Solar Del Bosque, Ezeiza, Buenos Aires",319900,USD,817,200, 4,3,40000,ARS
Casa,"Barracas, Capital Federal",230000,USD,504,265, 9,2,N/A,N/A
Casa,"San Antonio De Padua, Merlo, Buenos Aires",236000,USD,150,150, 5,2,N/A,N/A
Casa,"Bernal Oeste, Quilmes, Buenos Aires",45000,USD,248,107, 3,1,N/A,N/A
Casa,"Villa Anisacate, Santa Maria,",139000,USD,284,239,N/A,4,N/A,N/A
Casa,"Mercedes, Mercedes, Buenos Aires",58000,USD,157.1,134.1, 4,1,N/A,N/A
Casa,"Temperley, Lomas De Zamora, Buenos Aires",159000,USD,362,150, 5,2,N/A,N/A
Casa,"La Arboleda, Benavidez, Tigre, Buenos Aires",285000,USD,950.06,196.29, 4,2,30000,ARS
Casa,Pilar Del Este,175000,USD,140.22,125.5, 4,2,17500,ARS
Casa,"Puertos Del Lago, Belen De Escobar, Escobar, Buenos Aires",449000,USD,209,209, 6,3,20000,USD
Casa,"La Plata, La Plata, Buenos Aires  Solicitar precio 350",Solicitar,precio,350,200,N/A,4,N/A,N/A
Casa,"Roldan, San Lorenzo, Santa Fe",89500,USD,100,100, 4,1,N/A,N/A
Casa,"Bahia Blanca, Bahia Blanca, Buenos Aires",60000,USD,70,60, 3,1,N/A,N/A
Casa,"Monte Grande, Esteban Echeverria, Buenos Aires",134900,USD,150,120, 5,1,N/A,N/A
Casa,"San Lorenzo, San Lorenzo, Santa Fe",139000,USD,125,125, 3,1,N/A,N/A
Casa,"Cordoba, Capital,",55000,USD,85,85, 3,1,N/A,N/A
Casa,"Manuel B Gonnet, La Plata, Buenos Aires",58000,USD,415,90, 5,2,N/A,N/A
Casa,"Neuquen, Confluencia,",240000,USD,224,150, 4,2,N/A,N/A
Casa,"Santa Fe, Santa Fe Capital, Santa Fe  Solicitar precio 149",Solicitar,precio,149,149, 4,2,N/A,N/A
Casa,"Arcos Del Oeste, Moreno, Buenos Aires",100000,USD,155,100, 5,2,15000,ARS
Casa,"San Miguel, San Miguel, Buenos Aires",99900,USD,359,99, 5,1,N/A,N/A
Casa,"Pilar, Las Colonias, Santa Fe  Solicitar precio 164",Solicitar,precio,164,164, 6,1,N/A,N/A
Casa,"S2128 Arroyo Seco, Santa Fe 0, Arroyo Seco, Rosario, Santa Fe",75000,USD,103,76, 4,1,N/A,N/A
Casa,"Ituzaingo, Ituzaingo, Buenos Aires",85000,USD,120,73, 3,1,N/A,N/A
Casa,"Belen De Escobar, Escobar, Buenos Aires",84900,USD,121,96, 4,1,20000,ARS
Casa,"Mataderos, Capital Federal",200000,USD,331,255, 5,3,N/A,N/A
Casa,"Parque Chas, Capital Federal",174000,USD,70.5,64, 3,1,N/A,N/A
Casa,"Ranelagh, Berazategui, Buenos Aires",189000,USD,198,162, 3,2,N/A,N/A
Casa,"Cordoba, Capital,",540000,USD,540,540, 8,5,N/A,N/A
Casa,"Arroyo Seco, Rosario, Santa Fe",29000,USD,59,59, 3,1,N/A,N/A
Casa,"Haras Santa Maria, Belen De Escobar, Escobar, Buenos Aires",268000,USD,790,235, 5,3,45000,ARS
Casa,"Haras Santa Maria, Belen De Escobar, Escobar, Buenos Aires",270000,USD,875,190, 5,3,46000,ARS
Casa,"Haras Santa Maria, Belen De Escobar, Escobar, Buenos Aires",340000,USD,820.92,198, 5,2,50000,ARS
Casa,"Villa Los Coihues, San Carlos De Bariloche, Bariloche,",425000,USD,413,413,N/A,4,N/A,N/A
Casa,"Alta Gracia, Santa Maria,",169000,USD,337,337, 8,3,N/A,N/A
Casa,"Rafaela, Castellanos, Santa Fe  Solicitar precio 320",Solicitar,precio,320,80, 3,1,N/A,N/A
Casa,"Venado Tuerto, General Lopez, Santa Fe",50000,USD,145.53,96.53, 3,1,N/A,N/A
Casa,"Presidente Derqui, Pilar, Buenos Aires",145000,USD,135,120, 3,3,N/A,N/A
Casa,"Jose De La Quintana, Santa Maria,",42000,USD,100,85, 5,1,N/A,N/A
Casa,"Cordoba, Capital,",35000,USD,202,127, 4,2,N/A,N/A
Casa,"Godoy Cruz, Godoy Cruz, Mendoza",80000,USD,200,110, 6,2,N/A,N/A
Casa,"La Falda, Punilla,",249000,USD,2748,348,N/A,4,N/A,N/A
Casa,"Unquillo, Colon,",94900,USD,650,200,N/A,1,N/A,N/A
Casa,"Godoy Cruz, Godoy Cruz, Mendoza",49500,USD,204,143, 6,2,N/A,N/A
Casa,"Coronel Brandsen, Coronel Brandsen, Buenos Aires",87000,USD,1200,104, 2,1,N/A,N/A
Casa,"Solares De San Alfonso, Villa Allende, Colon,",410000,USD,500,464,N/A,2,N/A,N/A
Casa,"La Plata, La Plata, Buenos Aires",158000,USD,150,135, 6,2,N/A,N/A
Casa,"Granja De Funes, Cordoba, Capital,",189000,USD,235,235,N/A,3,N/A,N/A
Casa,"Junin, Junin, Buenos Aires",73000,USD,133,133, 4,1,N/A,N/A
Casa,"Villa Carlos Paz, Punilla,",189000,USD,440,440, 8,5,N/A,N/A
Casa,"Jesus Nazareno, Guaymallen, Mendoza",35000,USD,90,75, 3,1,N/A,N/A
Casa,"Mayor Drummond, Lujan De Cuyo, Lujan De Cuyo, Mendoza",138000,USD,258,198, 6,2,8000,ARS
Casa,"Lujan De Cuyo, Lujan De Cuyo, Mendoza",92000,USD,300,110, 5,2,3500,ARS
Casa,"Tigre, Tigre, Buenos Aires",249000,USD,579.98,135.47, 4,2,N/A,N/A
Casa,"Parque Chas, Capital Federal",349000,USD,293,170, 5,2,N/A,N/A
Casa,"Martinez, San Isidro, Buenos Aires",285000,USD,275,200, 8,3,N/A,N/A
Casa,"Boulogne, San Isidro, Buenos Aires",113000,USD,149.65,75.21, 3,1,N/A,N/A
Casa,"San Cristobal, Capital Federal",400000,USD,449,381, 6,3,N/A,N/A
Casa,"Pablo Podesta, Tres De Febrero, Buenos Aires",75000,USD,114,93, 4,1,N/A,N/A
Casa,Pilar Del Este,260000,USD,212.38,163.34, 4,2,30000,USD
Casa,"Las Brisas, Zelaya, Pilar, Buenos Aires",99000,USD,589,94, 4,2,46000,ARS
Casa,"Haras Santa Maria, Belen De Escobar, Escobar, Buenos Aires",395000,USD,485,440, 9,4,40000,ARS
Casa,"Quilmes Oeste, Quilmes, Buenos Aires",149000,USD,195,180, 5,2,N/A,N/A
Casa,"Santa Fe, Santa Fe Capital, Santa Fe",129000,USD,220,120, 5,1,N/A,N/A
Casa,"Haras Santa Maria, Belen De Escobar, Escobar, Buenos Aires",295000,USD,270,270, 6,3,40000,ARS
Casa,"Lujan De Cuyo, Lujan De Cuyo, Mendoza",80000,USD,220,146, 4,1,N/A,N/A
Casa,"Salta, Capital, Salta",65000,USD,1000,120, 3,1,N/A,N/A
Casa,"Belen De Escobar, Escobar, Buenos Aires",70500,USD,54,54, 3,1,N/A,N/A
Casa,"Remedios De Escalada, Lanus, Buenos Aires",53000,USD,176,75, 3,1,N/A,N/A
Casa,"Puertos Del Lago, Belen De Escobar, Escobar, Buenos Aires",275000,USD,200,170, 4,3,59000,ARS
Casa,De Vicenzo,205000,USD,175,105, 4,1,N/A,N/A
Casa,"Bernal Este, Quilmes, Buenos Aires",120000,USD,196,107, 3,2,N/A,N/A
Casa,"Bernal Este, Quilmes, Buenos Aires",79000,USD,196,148, 3,1,N/A,N/A
Casa,"Cordoba, Capital,",119000,USD,240,210, 8,2,N/A,N/A
Casa,"Jardin Hipodromo, Cordoba, Capital,",80000,USD,153,153, 4,2,N/A,N/A
Casa,"Ezpeleta Oeste, Quilmes, Buenos Aires",98000,USD,224,135, 3,1,N/A,N/A
Casa,"San Sebastian, Escobar, Buenos Aires",195000,USD,851,159, 4,3,15000,ARS
Casa,"Balneario Las Grutas, San Antonio,",99000,USD,165,145, 5,3,N/A,N/A
Casa,"Villa Vitacal, Villa Gobernador Udaondo, Ituzaingo, Buenos Aires",90000,USD,308,75, 2,1,N/A,N/A
Casa,"Roldan, San Lorenzo, Santa Fe",89000,USD,120,70, 3,1,N/A,N/A
Casa,"Hurlingham, Hurlingham, Buenos Aires",110000,USD,194,104, 4,1,N/A,N/A
Casa,De Vicenzo,150000,USD,89,79, 4,1,N/A,N/A
Casa,"Maggiolo, General Lopez, Santa Fe",83000,USD,290,280, 8,2,N/A,N/A
Casa,"Lote 100, Albatros, Villarobles, De La Costa, Buenos Aires",285000,USD,232,204, 5,3,N/A,N/A
Casa,"Villa Dominico, Avellaneda, Buenos Aires",72000,USD,210,180, 6,2,N/A,N/A
Casa,"Comodoro Rivadavia, Escalante, Chubut",350000,USD,600,350, 4,3,N/A,N/A
Casa,"Lujan, Lujan, Buenos Aires",185000,USD,4980,165, 4,2,N/A,N/A
Casa,"Comodoro Rivadavia, Escalante, Chubut",60000,USD,302.8,229.22, 4,1,N/A,N/A
Casa,"Ranelagh, Berazategui, Buenos Aires",142000,USD,435,110, 4,1,N/A,N/A
Casa,"Villa Rivera Indarte, Cordoba, Capital,",122900,USD,299,218, 8,2,N/A,N/A
Casa,"Cordoba, Capital,",99000,USD,161,132, 4,2,N/A,N/A
Casa,"Haedo, Moron, Buenos Aires",230000,USD,433,222, 4,3,N/A,N/A
Casa,"Mar Del Plata, General Pueyrredon, Buenos Aires",77900,USD,161,105, 4,1,N/A,N/A
Casa,"Montemar, Mar Del Plata, General Pueyrredon, Buenos Aires",129000,USD,240,240, 5,2,N/A,N/A
Casa,"Caballito Norte, Caballito, Capital Federal",275000,USD,176,141, 6,1,N/A,N/A
Casa,"Ezpeleta Este, Quilmes, Buenos Aires",65000,USD,150,130, 3,1,N/A,N/A
Casa,"Acassuso, San Isidro, Buenos Aires",320000,USD,220,140, 3,2,N/A,N/A
Casa,"Campos De Roca, La Plata, Buenos Aires",90000,USD,3200,150, 4,1,N/A,N/A
Casa,"Campos De Roca, La Plata, Buenos Aires",90000,USD,3200,150, 4,1,N/A,N/A
Casa,"Villa Elisa, La Plata, Buenos Aires",200000,USD,238,185, 5,2,N/A,N/A
Casa,"La Reja, Moreno, Buenos Aires",95000,USD,1364,260, 6,3,15000,ARS
Casa,"Hurlingham, Hurlingham, Buenos Aires",120000,USD,298,163, 7,1,N/A,N/A
Casa,"Floresta, Capital Federal",460000,USD,255,255, 7,2,N/A,N/A
Casa,"Rosario, Rosario, Santa Fe",80000,USD,87.08,82.74, 3,1,N/A,N/A
Casa,"General San Martin, General San Martin, Buenos Aires",68000,USD,316.28,70.41, 3,1,N/A,N/A
Casa,"La Concepcion, Lujan, Lujan, Buenos Aires",380000,USD,311,300, 6,3,40000,ARS
Casa,"Ingeniero Maschwitz, Escobar, Buenos Aires",184000,USD,199,154, 4,2,20000,ARS
Casa,"Barracas, Capital Federal",229000,USD,387,342, 5,3,N/A,N/A
Casa,"Senderos Iii, Costa Esmeralda, De La Costa, Buenos Aires",290000,USD,200,200, 5,2,N/A,N/A
Casa,"Chilavert, Villa Ballester, General San Martin, Buenos Aires",144000,USD,291.72,120, 4,1,N/A,N/A
Casa,"Villa Ballester, General San Martin, Buenos Aires",80000,USD,110,86, 5,2,N/A,N/A
Casa,La,389500,USD,214,197, 5,3,N/A,N/A
Casa,"Sarandi, Avellaneda, Buenos Aires",137000,USD,230.05,148.63, 6,2,N/A,N/A
Casa,"Fisherton, Rosario, Rosario, Santa Fe",89000,USD,132,132, 5,2,N/A,N/A
Casa,"Mataderos, Capital Federal",159900,USD,179,149, 5,1,N/A,N/A
